Property Name,Floorplan,Unit,Floor,Bedrooms,Bathrooms,Partial Bathrooms,SF,Available On,Deposit,Term,Est AMI Level,Last Asking Rent,Asking Rent PSF,Last Effective Rent,Effective Rent PSF,On Market Date,Off Market Date,Days on Market,Days Vacant
The Mill at Loggers Creek,C2 2x2,401,,2,2,,1205,11/23/2023,750,13,--,2890,2.4,2668,2.21,2023-11-23,2025-02-22,458,458
The Mill at Loggers Creek,C2 2x2,401,,2,2,,1205,7/7/2026,750,12,--,2895,2.4,2895,2.4,2026-06-05,2026-06-13,9,0
The Mill at Loggers Creek,C1,304,,2,2,,1212,11/23/2023,750,12,120%,2585,2.13,2585,2.13,2023-11-23,2024-04-25,155,155
The Mill at Loggers Creek,C1,304,,2,2,,1212,11/19/2024,750,13,120%,1950,1.61,1950,1.61,2024-11-19,2024-12-20,32,32
The Mill at Loggers Creek,C1,409,,2,2,,1212,11/23/2023,750,12,120%,2605,2.15,2605,2.15,2023-11-23,2024-04-23,153,153
The Mill at Loggers Creek,C1,409,,2,2,,1212,10/8/2024,750,14,120%,2100,1.73,1800,1.49,2024-09-17,2025-01-24,130,109
The Mill at Loggers Creek,C1,421,,2,2,,1212,11/23/2023,750,12,120%,2130,1.76,1952,1.61,2023-11-23,2024-08-14,266,266
The Mill at Loggers Creek,C1,421,,2,2,,1212,9/3/2025,750,12,120%,2100,1.73,1777,1.47,2025-06-12,2025-11-18,160,77
The Mill at Loggers Creek,C1,235,,2,2,,1212,11/23/2023,750,12,120%,2595,2.14,2595,2.14,2023-11-23,2024-02-27,97,97
The Mill at Loggers Creek,C1,235,,2,2,,1212,7/15/2024,750,13,120%,2100,1.73,1938,1.6,2024-06-18,2025-02-18,246,219
The Mill at Loggers Creek,C1,323,,2,2,,1212,11/23/2023,750,12,120%,2570,2.12,2570,2.12,2023-11-23,2024-04-25,155,155
The Mill at Loggers Creek,C1,323,,2,2,,1212,11/19/2024,750,13,120%,2150,1.77,1819,1.5,2024-11-19,2024-12-06,18,18
The Mill at Loggers Creek,C1,323,,2,2,,1212,6/24/2025,750,12,120%,2150,1.77,2150,1.77,2025-04-22,2025-04-30,9,0
The Mill at Loggers Creek,C1,323,,2,2,,1212,1/20/2026,750,12,120%,2150,1.77,1819,1.5,2025-11-17,2026-01-23,68,4
The Mill at Loggers Creek,C1,419,,2,2,,1212,11/23/2023,750,13,120%,2235,1.84,2063,1.7,2023-11-23,2025-03-01,465,465
The Mill at Loggers Creek,C1,423,,2,2,,1212,11/23/2023,750,12,120%,2165,1.79,1804,1.49,2023-11-23,2024-10-02,315,315
The Mill at Loggers Creek,C1,423,,2,2,,1212,1/30/2025,750,12,120%,2250,1.86,2062,1.7,2025-01-29,2025-04-22,84,83
The Mill at Loggers Creek,C1,203,,2,2,,1212,11/23/2023,750,12,120%,2250,1.86,2250,1.86,2023-11-23,2024-07-11,232,232
The Mill at Loggers Creek,C1,319,1,2,2,,1212,11/23/2023,750,12,120%,2570,2.12,2570,2.12,2023-11-23,2024-04-25,155,155
The Mill at Loggers Creek,C1,319,1,2,2,,1212,11/19/2024,750,12,120%,2295,1.89,2295,1.89,2024-11-19,2025-04-30,163,163
The Mill at Loggers Creek,C1,319,1,2,2,,1212,11/11/2025,750,12,120%,2295,1.89,1942,1.6,2025-09-18,2025-11-21,65,11
The Mill at Loggers Creek,C1,309,,2,2,,1212,11/23/2023,750,12,120%,2300,1.9,2300,1.9,2023-11-23,2024-04-02,132,132
The Mill at Loggers Creek,C1,309,,2,2,,1212,6/21/2025,750,12,120%,2385,1.97,2186,1.8,2025-05-29,2025-06-07,10,0
The Mill at Loggers Creek,C1,335,,2,2,,1212,11/23/2023,750,12,120%,2100,1.73,1750,1.44,2023-11-23,2024-10-01,314,314
The Mill at Loggers Creek,C1,335,,2,2,,1212,1/13/2026,750,12,120%,2400,1.98,2030,1.67,2025-11-05,2026-01-11,68,0
The Mill at Loggers Creek,C1 2x2,303,,2,2,,1212,11/23/2023,750,12,120%,2585,2.13,2585,2.13,2023-11-23,2024-04-25,155,155
The Mill at Loggers Creek,C1 2x2,303,,2,2,,1212,11/19/2024,750,12,120%,2275,1.88,2085,1.72,2024-11-19,2025-04-28,161,161
The Mill at Loggers Creek,C1 2x2,303,,2,2,,1212,6/3/2026,750,12,120%,2415,1.99,2332,1.92,2026-04-11,2026-04-12,2,0
The Mill at Loggers Creek,C1,435,,2,2,,1212,11/23/2023,750,12,120%,2450,2.02,2042,1.68,2023-11-23,2024-09-12,295,295
The Mill at Loggers Creek,C1,435,,2,2,,1212,11/23/2025,750,12,120%,2450,2.02,2073,1.71,2025-10-16,2026-01-07,84,46
The Mill at Loggers Creek,C1,238,,2,2,,1212,11/23/2023,750,12,120%,2620,2.16,2620,2.16,2023-11-23,2024-04-25,155,155
The Mill at Loggers Creek,C1,238,,2,2,,1212,11/19/2024,750,14,120%,1950,1.61,1671,1.38,2024-11-19,2024-12-24,36,36
The Mill at Loggers Creek,C1,238,,2,2,,1212,3/6/2026,750,12,120%,2450,2.02,2073,1.71,2025-11-25,2026-01-06,43,0
The Mill at Loggers Creek,C1,404,,2,2,,1212,11/23/2023,750,13,120%,2635,2.17,2635,2.17,2023-11-23,2024-06-04,195,195
The Mill at Loggers Creek,C1,404,,2,2,,1212,7/5/2025,750,12,120%,2465,2.03,2260,1.86,2025-05-26,2025-07-02,38,0
The Mill at Loggers Creek,C1 2x2,204,,2,2,,1212,11/23/2023,750,12,120%,2585,2.13,2585,2.13,2023-11-23,2024-03-15,114,114
The Mill at Loggers Creek,C1 2x2,204,,2,2,,1212,4/7/2025,750,12,120%,2415,1.99,2214,1.83,2025-02-06,2025-04-15,69,9
The Mill at Loggers Creek,C1 2x2,204,,2,2,,1212,5/25/2026,750,12,120%,2365,1.95,2092,1.73,2026-02-24,2026-02-25,2,0
The Mill at Loggers Creek,C1 2x2,204,,2,2,,1212,6/4/2026,750,12,120%,2470,2.04,2470,2.04,2026-06-04,2026-06-05,2,2
The Mill at Loggers Creek,C1,403,,2,2,,1212,11/23/2023,750,12,120%,2645,2.18,2645,2.18,2023-11-23,2024-05-29,189,189
The Mill at Loggers Creek,C1,403,,2,2,,1212,8/7/2025,750,13,120%,2475,2.04,2123,1.75,2025-04-29,2025-12-28,244,144
The Mill at Loggers Creek,C1 2x2,103,,2,2,,1212,11/23/2023,750,12,120%,2600,2.15,2600,2.15,2023-11-23,2024-07-08,229,229
The Mill at Loggers Creek,C1 2x2,103,,2,2,,1212,9/10/2026,750,9,120%,2485,2.05,2485,2.05,2026-06-10,2026-06-17,8,0
The Mill at Loggers Creek,C1 2x2,321,,2,2,,1212,9/16/2026,750,12,120%,2350,1.94,2350,1.94,2023-07-06,2024-05-03,303,0
The Mill at Loggers Creek,C1 2x2,321,,2,2,,1212,8/7/2025,750,12,120%,2180,1.8,1998,1.65,2025-06-18,2025-07-01,14,0
The Mill at Loggers Creek,C1 2x2,321,,2,2,,1212,9/14/2026,750,9,120%,2500,2.06,2500,2.06,2026-07-09,,7,0
The Mill at Loggers Creek,C1,209,,2,2,,1212,11/23/2023,750,,120%,2555,2.11,2555,2.11,2023-11-23,2024-02-23,93,93
The Mill at Loggers Creek,C1,221,2,2,2,,1212,11/23/2023,750,12,120%,2600,2.15,2600,2.15,2023-11-23,2024-11-06,350,350
The Mill at Loggers Creek,C1,438,3,2,2,,1212,11/23/2023,750,12,120%,2680,2.21,2680,2.21,2023-11-23,2024-04-24,154,154
The Mill at Loggers Creek,C1 2x2,338,,2,2,,1212,9/18/2026,750,12,120%,2620,2.16,2620,2.16,2023-07-06,2024-07-14,375,0
The Mill at Loggers Creek,C1 2x2,338,,2,2,,1212,9/16/2026,750,9,120%,2765,2.28,2765,2.28,2026-07-09,,7,0
The Mill at Loggers Creek,C1,223,,2,2,,1212,11/23/2023,750,12,120%,2800,2.31,2800,2.31,2023-11-23,2024-11-06,350,350
The Mill at Loggers Creek,C1,219,1,2,2,,1212,11/23/2023,750,12,120%,2800,2.31,2800,2.31,2023-11-23,2024-11-06,350,350
Cortland on the River,Lumi,120,1,0,1,,556,3/30/2024,,,80%,1446,2.6,1446,2.6,2024-01-23,2024-02-06,15,0
Cortland on the River,Lumi,507,,0,1,,560,6/8/2024,565,12,80%,1380,2.46,1265,2.26,2024-03-29,2024-04-02,5,0
Cortland on the River,Lumi,206,,0,1,,560,8/24/2023,,,80%,1572,2.81,1489,2.66,2023-06-24,2023-07-30,37,0
Cortland on the River,Lumi,206,,0,1,,560,8/31/2024,565,14,80%,1475,2.63,1475,2.63,2024-06-01,2024-08-07,68,0
Cortland on the River,Lumi,238,,0,1,,560,7/4/2025,,,80%,1355,2.42,1355,2.42,2025-03-21,2025-03-22,2,0
Cortland on the River,Lumi,144,4,0,1,,560,8/18/2025,,,80%,1366,2.44,1366,2.44,2025-06-11,2025-06-15,5,0
Cortland on the River,Lumi,138,,0,1,,560,7/9/2024,565,14,80%,1370,2.45,1370,2.45,2024-05-03,2024-05-11,9,0
Cortland on the River,Lumi,138,,0,1,,560,7/27/2025,,,80%,1366,2.44,1366,2.44,2025-05-08,2025-05-09,2,0
Cortland on the River,Lumi,538,,0,1,,560,1/27/2024,,,80%,1415,2.53,1297,2.32,2023-11-23,2024-01-24,63,0
Cortland on the River,Lumi,407,,0,1,,560,4/6/2024,,,80%,1471,2.63,1471,2.63,2024-01-31,2024-02-06,7,0
Cortland on the River,Lumi,438,,0,1,,560,6/7/2024,565,14,80%,1460,2.61,1460,2.61,2024-04-04,2024-06-10,68,4
Cortland on the River,Lumi,438,,0,1,,560,4/24/2025,,,80%,1402,2.5,1402,2.5,2025-03-21,2025-04-03,14,0
Cortland on the River,Lumi,438,,0,1,,560,5/11/2026,565,,80%,1493,2.67,1493,2.67,2026-02-13,2026-03-23,39,0
Cortland on the River,Lumi,306,,0,1,,560,5/30/2025,,,80%,1497,2.67,1497,2.67,2025-03-21,2025-04-12,23,0
Cortland on the River,Lumi,207,,0,1,,560,5/21/2024,565,12,120%,1440,2.57,1320,2.36,2024-02-24,2024-03-06,12,0
Cortland on the River,Lumi,207,,0,1,,560,5/28/2026,565,,120%,1505,2.69,1380,2.46,2026-03-07,2026-04-07,32,0
Cortland on the River,Lumi,244,4,0,1,,560,10/11/2024,565,,120%,1432,2.56,1432,2.56,2024-09-07,2025-03-21,196,162
Cortland on the River,Lumi,244,4,0,1,,560,8/3/2026,565,,120%,1555,2.78,1472,2.63,2026-05-29,2026-06-10,13,0
Cortland on the River,Lumi,338,3,0,1,,560,6/17/2023,,,120%,1497,2.67,1455,2.6,,2023-07-01,,
Cortland on the River,Lumi,338,3,0,1,,560,4/2/2026,565,,120%,1570,2.8,1528,2.73,2026-01-12,2026-05-05,114,34
Cortland on the River,Lumi,344,,0,1,,560,6/17/2023,,,120%,1457,2.6,1357,2.42,,2023-06-28,,
Cortland on the River,Lumi,344,,0,1,,560,1/19/2024,,,120%,1392,2.49,1276,2.28,2023-10-28,2023-11-04,8,0
Cortland on the River,Lumi,344,,0,1,,560,4/27/2024,565,12,120%,1305,2.33,1196,2.14,2024-02-03,2024-03-24,51,0
Cortland on the River,Lumi,344,,0,1,,560,8/4/2026,565,,120%,1572,2.81,1572,2.81,2026-05-28,,49,0
Cortland on the River,Lumi,444,,0,1,,560,7/19/2023,,,120%,1429,2.55,1329,2.37,,2023-06-26,,
Cortland on the River,Lumi,444,,0,1,,560,2/25/2026,,,120%,1453,2.59,1285,2.29,2025-12-21,2026-02-13,55,0
Cortland on the River,Lumi,444,,0,1,,560,9/1/2026,565,,120%,1572,2.81,1489,2.66,2026-06-03,2026-06-08,6,0
Cortland on the River,Lumi,544,5,0,1,,560,4/27/2024,565,12,120%,1399,2.5,1282,2.29,2024-02-16,2024-04-07,52,0
Cortland on the River,Lumi,544,5,0,1,,560,8/4/2026,565,,120%,1580,2.82,1497,2.67,2026-05-22,2026-06-13,23,0
Cortland on the River,Lumi,307,,0,1,,560,10/4/2023,565,12,120%,1355,2.42,1242,2.22,2023-07-26,2024-03-26,245,175
Cortland on the River,Lumi,307,,0,1,,560,4/16/2025,,,120%,1412,2.52,1412,2.52,2025-03-21,2025-04-04,15,0
Cortland on the River,Lumi,307,,0,1,,560,7/11/2026,565,,120%,1592,2.84,1509,2.69,2026-05-19,2026-06-08,21,0
Cortland on the River,Lumi,506,,0,1,,560,3/27/2025,565,3,120%,1628,2.91,1628,2.91,2025-01-18,2025-02-05,19,0
Cortland on the River,Lumi,406,,0,1,,560,11/2/2024,565,18,120%,1525,2.72,1525,2.72,2024-07-15,2024-08-09,26,0
Cortland on the River,Lumi,406,,0,1,,560,8/9/2025,,,120%,1521,2.72,1521,2.72,2025-05-30,2025-06-02,4,0
Cortland on the River,Lumi,406,,0,1,,560,6/25/2026,565,,120%,1647,2.94,1564,2.79,2026-03-29,2026-06-08,72,0
Cortland on the River,Lumi,429,,0,1,,577,3/22/2025,565,,120%,1480,2.56,1480,2.56,2025-01-14,2025-03-29,75,8
Cortland on the River,Lumi,429,,0,1,,577,12/2/2025,,,120%,1540,2.67,1362,2.36,2025-10-29,2026-01-07,71,37
Cortland on the River,Lumi,329,,0,1,,577,7/13/2024,565,14,120%,1545,2.68,1545,2.68,2024-03-02,2024-06-13,104,0
Cortland on the River,Lumi,329,,0,1,,577,8/15/2025,,,120%,1548,2.68,1548,2.68,2025-06-14,2025-09-01,80,18
Cortland on the River,Lumi,529,,0,1,,577,12/28/2024,565,,120%,1644,2.85,1644,2.85,2024-10-26,2025-03-21,147,84
Cortland on the River,Ara,524,,0,1,,679,3/2/2024,565,12,120%,1530,2.25,1402,2.06,2023-09-07,2024-03-27,203,26
Cortland on the River,Ara,124,2,0,1,,679,4/20/2024,565,14,120%,1570,2.31,1570,2.31,2024-02-12,2024-05-02,81,13
Cortland on the River,Ara,424,,0,1,,679,10/31/2023,,,80%,1437,2.12,1317,1.94,2023-07-26,2024-01-17,176,79
Cortland on the River,Ara,224,,0,1,,679,7/2/2024,565,14,120%,1620,2.39,1620,2.39,2024-06-24,2024-06-27,4,0
Cortland on the River,Ara,224,,0,1,,679,1/29/2025,565,,120%,1694,2.49,1694,2.49,2024-11-26,2025-03-21,116,52
Cortland on the River,Afton,202,,1,1,,665,10/22/2024,565,15,80%,1487,2.24,1487,2.24,2024-08-16,2024-10-08,54,0
Cortland on the River,Afton,408,,1,1,,665,8/24/2024,565,16,80%,1557,2.34,1557,2.34,2024-03-15,2024-09-15,185,23
Cortland on the River,Afton,420,,1,1,,665,7/18/2024,565,16,80%,1582,2.38,1582,2.38,2024-06-12,2024-09-15,96,60
Cortland on the River,Afton,215,,1,1,,665,7/20/2024,565,17,120%,1715,2.58,1715,2.58,2024-05-10,2024-05-15,6,0
Cortland on the River,Afton,501,,1,1,,665,5/22/2024,565,12,120%,1749,2.63,1603,2.41,2024-02-21,2024-04-09,49,0
Cortland on the River,Afton,449,,1,1,,665,9/27/2023,,,80%,1447,2.18,1326,1.99,2023-09-20,2023-12-06,78,71
Cortland on the River,Afton,304,,1,1,,665,12/20/2023,,,80%,1485,2.23,1361,2.05,2023-12-12,2023-12-15,4,0
Cortland on the River,Afton,104,,1,1,,665,5/23/2024,565,13,80%,1615,2.43,1491,2.24,2024-03-16,2024-04-18,34,0
Cortland on the River,Afton,104,,1,1,,665,7/30/2025,,,80%,1571,2.36,1571,2.36,2025-04-23,2025-06-27,66,0
Cortland on the River,Afton,104,,1,1,,665,3/3/2026,,,80%,1499,2.25,1326,1.99,2025-12-27,2026-02-27,63,0
Cortland on the River,Afton,208,,1,1,,665,12/14/2024,565,3,80%,1555,2.34,1555,2.34,2024-11-22,2025-02-05,76,54
Cortland on the River,Afton,108,,1,1,,665,9/14/2025,,,80%,1591,2.39,1591,2.39,2025-06-25,2025-07-03,9,0
Cortland on the River,Afton,303,,1,1,,665,11/2/2024,565,,80%,1511,2.27,1511,2.27,2024-08-31,2025-03-21,203,140
Cortland on the River,Afton,303,,1,1,,665,12/26/2025,,,80%,1592,2.39,1408,2.12,2025-06-25,2026-01-06,196,12
Cortland on the River,Afton,308,,1,1,,665,7/20/2023,,,80%,1505,2.26,1380,2.08,2023-07-20,2023-11-09,113,113
Cortland on the River,Afton,308,,1,1,,665,1/18/2025,565,14,80%,1557,2.34,1557,2.34,2024-10-27,2024-11-02,7,0
Cortland on the River,Afton,308,,1,1,,665,4/25/2026,,,80%,1619,2.43,1432,2.15,2026-02-07,2026-02-18,12,0
Cortland on the River,Afton,502,,1,1,,665,5/16/2025,,,80%,1620,2.44,1620,2.44,2025-03-21,2025-03-27,7,0
Cortland on the River,Afton,125,1,1,1,,665,10/2/2025,,,80%,1637,2.46,1448,2.18,2025-09-01,2026-01-15,137,106
Cortland on the River,Afton,115,1,1,1,,665,7/17/2024,565,17,80%,1665,2.5,1665,2.5,2024-05-08,2024-06-09,33,0
Cortland on the River,Afton,115,1,1,1,,665,7/26/2025,,,80%,1645,2.47,1645,2.47,2025-05-12,2025-05-18,7,0
Cortland on the River,Afton,320,,1,1,,665,4/27/2024,565,13,80%,1740,2.62,1606,2.42,2024-02-21,2024-03-21,30,0
Cortland on the River,Afton,320,,1,1,,665,6/3/2025,,,80%,1720,2.59,1720,2.59,2025-03-27,2025-04-14,19,0
Cortland on the River,Afton,320,,1,1,,665,2/11/2026,,,80%,1647,2.48,1457,2.19,2025-12-18,2026-01-29,43,0
Cortland on the River,Afton,415,,1,1,,665,7/3/2024,565,14,80%,1762,2.65,1762,2.65,2024-04-25,2024-04-26,2,0
Cortland on the River,Afton,415,,1,1,,665,10/25/2025,,,80%,1662,2.5,1470,2.21,2025-09-12,2025-12-18,98,55
Cortland on the River,Afton,315,,1,1,,665,10/1/2025,,,80%,1662,2.5,1470,2.21,2025-09-01,2025-12-18,109,79
Cortland on the River,Afton,330,,1,1,,665,5/20/2025,,,80%,1665,2.5,1665,2.5,2025-03-21,2025-03-25,5,0
Cortland on the River,Afton,401,,1,1,,665,11/8/2024,565,,80%,1535,2.31,1535,2.31,2024-09-04,2025-03-21,199,134
Cortland on the River,Afton,401,,1,1,,665,3/6/2026,565,,80%,1670,2.51,1670,2.51,2025-12-18,2026-03-25,98,20
Cortland on the River,Afton,530,,1,1,,665,3/30/2024,,,80%,1684,2.53,1544,2.32,2024-01-13,2024-01-17,5,0
Cortland on the River,Afton,231,,1,1,,665,7/12/2024,565,16,80%,1837,2.76,1837,2.76,2024-05-07,2024-05-10,4,0
Cortland on the River,Afton,231,,1,1,,665,12/30/2025,,,80%,1687,2.54,1492,2.24,2025-09-17,2026-01-09,115,11
Cortland on the River,Afton,508,,1,1,,665,7/4/2023,,,80%,1662,2.5,1524,2.29,,2023-09-17,,
Cortland on the River,Afton,508,,1,1,,665,11/1/2024,565,17,80%,1582,2.38,1582,2.38,2024-08-24,2024-09-24,32,0
Cortland on the River,Afton,508,,1,1,,665,4/8/2026,565,,80%,1690,2.54,1690,2.54,2026-01-11,2026-03-18,67,0
Cortland on the River,Afton,450,,1,1,,665,7/1/2023,,,120%,1784,2.68,1701,2.56,,2023-08-07,,
Cortland on the River,Afton,450,,1,1,,665,11/22/2024,565,16,120%,1602,2.41,1602,2.41,2024-09-15,2024-12-12,89,21
Cortland on the River,Afton,450,,1,1,,665,5/31/2025,,,120%,1720,2.59,1720,2.59,2025-03-21,2025-04-23,34,0
Cortland on the River,Afton,549,,1,1,,665,5/18/2024,565,14,120%,1792,2.69,1792,2.69,2024-02-20,2024-06-09,111,23
Cortland on the River,Afton,549,,1,1,,665,7/16/2025,,,120%,1721,2.59,1721,2.59,2025-05-12,2025-06-26,46,0
Cortland on the River,Afton,504,,1,1,,665,8/31/2025,,,120%,1726,2.6,1726,2.6,2025-06-26,2025-09-11,78,12
Cortland on the River,Afton,550,5,1,1,,665,12/10/2023,,,120%,1471,2.21,1348,2.03,2023-12-10,2024-01-07,29,29
Cortland on the River,Afton,550,5,1,1,,665,2/7/2026,565,,120%,1730,2.6,1586,2.38,2025-12-18,2026-04-01,105,54
Cortland on the River,Afton,204,,1,1,,665,9/17/2023,,,120%,1425,2.14,1306,1.96,2023-09-17,2023-10-31,45,45
Cortland on the River,Afton,204,,1,1,,665,4/15/2025,565,3,120%,1535,2.31,1535,2.31,2025-01-31,2025-02-05,6,0
Cortland on the River,Afton,204,,1,1,,665,7/29/2026,565,,120%,1730,2.6,1730,2.6,2026-05-01,2026-05-15,15,0
Cortland on the River,Afton,331,3,1,1,,665,4/18/2024,,,120%,1659,2.49,1659,2.49,2024-02-02,2024-02-03,2,0
Cortland on the River,Afton,331,3,1,1,,665,5/8/2026,565,,120%,1740,2.62,1740,2.62,2026-03-18,2026-03-23,6,0
Cortland on the River,Afton,503,,1,1,,665,8/18/2025,,,120%,1744,2.62,1744,2.62,2025-06-05,2025-09-01,89,15
Cortland on the River,Afton,301,,1,1,,665,6/22/2026,565,,120%,1780,2.68,1780,2.68,2026-05-17,2026-05-28,12,0
Cortland on the River,Afton,520,5,1,1,,665,7/22/2025,,,120%,1795,2.7,1795,2.7,2025-05-18,2025-06-11,25,0
Cortland on the River,Afton,402,,1,1,,665,9/7/2023,,,120%,1447,2.18,1326,1.99,2023-09-07,2023-12-12,97,97
Cortland on the River,Afton,402,,1,1,,665,1/1/2026,,,120%,1617,2.43,1430,2.15,2025-10-06,2026-01-06,93,6
Cortland on the River,Afton,402,,1,1,,665,6/5/2026,565,,120%,1805,2.71,1722,2.59,2026-04-10,2026-06-02,54,0
Cortland on the River,Afton,525,,1,1,,665,7/13/2023,,,120%,1853,2.79,1699,2.55,,2023-06-21,,
Cortland on the River,Afton,525,,1,1,,665,1/25/2025,565,3,120%,1705,2.56,1705,2.56,2024-11-19,2025-02-03,77,10
Cortland on the River,Afton,525,,1,1,,665,9/5/2025,,,120%,1813,2.73,1813,2.73,2025-09-01,2025-09-21,21,17
Cortland on the River,Afton,216,,1,1,,665,1/6/2024,565,12,120%,1743,2.62,1598,2.4,2023-12-13,2024-03-30,109,85
Cortland on the River,Afton,216,,1,1,,665,10/15/2024,565,17,120%,1657,2.49,1657,2.49,2024-09-26,2024-10-09,14,0
Cortland on the River,Afton,216,,1,1,,665,8/22/2025,,,120%,1814,2.73,1814,2.73,2025-05-30,2025-09-01,95,11
Cortland on the River,Afton,531,5,1,1,,665,12/6/2023,,,120%,1538,2.31,1410,2.12,2023-12-06,2023-12-15,10,10
Cortland on the River,Afton,531,5,1,1,,665,8/14/2025,,,120%,1814,2.73,1814,2.73,2025-06-11,2025-09-01,83,19
Cortland on the River,Afton,225,,1,1,,665,8/10/2023,,,120%,1819,2.74,1736,2.61,2023-08-07,2023-08-08,2,0
Cortland on the River,Afton,430,,1,1,,665,6/15/2025,,,120%,1820,2.74,1820,2.74,2025-03-27,2025-05-18,53,0
Cortland on the River,Afton,131,1,1,1,,665,3/7/2025,565,,120%,1615,2.43,1615,2.43,2024-12-18,2025-03-27,100,21
Cortland on the River,Afton,131,1,1,1,,665,7/9/2026,565,,120%,1837,2.76,1754,2.64,2026-04-17,2026-06-04,49,0
Cortland on the River,Afton,116,,1,1,,665,5/28/2026,565,,120%,1850,2.78,1767,2.66,2026-04-21,2026-06-08,49,12
Cortland on the River,Afton,431,,1,1,,665,11/14/2023,,,120%,1514,2.28,1388,2.09,2023-11-13,2023-12-10,28,27
Cortland on the River,Afton,431,,1,1,,665,9/20/2026,565,,120%,1892,2.85,1892,2.85,2026-07-11,,5,0
Cortland on the River,Afton,325,,1,1,,665,2/2/2024,,,120%,1580,2.38,1448,2.18,2023-12-17,2023-12-18,2,0
Cortland on the River,Afton,325,,1,1,,665,1/25/2026,,,120%,1687,2.54,1492,2.24,2025-12-18,2026-01-11,25,0
Cortland on the River,Afton,325,,1,1,,665,9/3/2026,565,,120%,1892,2.85,1892,2.85,2026-06-22,,24,0
Cortland on the River,Afton,516,,1,1,,665,1/27/2024,,,120%,1680,2.53,1540,2.32,2023-12-15,2023-12-17,3,0
Cortland on the River,Afton,516,,1,1,,665,6/3/2026,565,,120%,1906,2.87,1823,2.74,2026-03-27,2026-04-16,21,0
Cortland on the River,Afton,316,,1,1,,665,2/2/2024,,,120%,1605,2.41,1471,2.21,2023-12-18,2024-01-06,20,0
Cortland on the River,Afton,316,,1,1,,665,8/7/2026,565,,120%,1925,2.89,1842,2.77,2026-05-11,2026-06-08,29,0
Cortland on the River,Afton,425,,1,1,,665,7/13/2026,565,,120%,1950,2.93,1950,2.93,2026-05-03,2026-05-13,11,0
Cortland on the River,Afton,250,,1,1,,686,7/6/2024,565,12,80%,1599,2.33,1466,2.14,2024-03-08,2024-03-29,22,0
Cortland on the River,Afton,249,2,1,1,,686,11/9/2023,,,80%,1385,2.02,1270,1.85,2023-11-09,2023-11-17,9,9
Cortland on the River,Afton,249,2,1,1,,686,8/31/2024,565,14,80%,1682,2.45,1682,2.45,2024-06-26,2024-07-04,9,0
Cortland on the River,Hurley,439,,1,1,,743,8/30/2023,,,80%,1843,2.48,1801,2.42,,2023-07-02,,
Cortland on the River,Hurley,439,,1,1,,743,4/23/2024,565,16,80%,1647,2.22,1647,2.22,2024-02-21,2024-09-19,212,150
Cortland on the River,Hurley,418,,1,1,,743,6/28/2024,565,16,80%,1707,2.3,1707,2.3,2024-05-10,2024-09-06,120,71
Cortland on the River,Hurley,326,,1,1,,743,9/24/2024,565,16,120%,1732,2.33,1732,2.33,2024-07-19,2024-09-16,60,0
Cortland on the River,Hurley,240,2,1,1,,743,5/28/2024,565,12,120%,1769,2.38,1622,2.18,2024-03-23,2024-03-26,4,0
Cortland on the River,Hurley,532,,1,1,,743,3/11/2025,565,14,120%,1797,2.42,1797,2.42,2024-12-17,2025-01-10,25,0
Cortland on the River,Hurley,139,1,1,1,,743,3/23/2024,,,80%,1584,2.13,1584,2.13,2024-01-11,2024-01-27,17,0
Cortland on the River,Hurley,340,3,1,1,,743,11/1/2023,,,80%,1595,2.15,1462,1.97,2023-09-07,2023-11-12,67,12
Cortland on the River,Hurley,140,,1,1,,743,4/1/2025,565,3,80%,1605,2.16,1605,2.16,2025-01-11,2025-01-23,13,0
Cortland on the River,Hurley,118,,1,1,,743,4/6/2024,,,80%,1659,2.23,1659,2.23,2024-01-13,2024-02-06,25,0
Cortland on the River,Hurley,122,1,1,1,,743,4/4/2024,,,80%,1659,2.23,1659,2.23,2024-01-25,2024-02-04,11,0
Cortland on the River,Hurley,119,1,1,1,,743,1/4/2025,565,,80%,1672,2.25,1672,2.25,2024-11-02,2025-03-21,140,77
Cortland on the River,Hurley,343,3,1,1,,743,6/5/2025,,,80%,1668,2.24,1668,2.24,2025-03-30,2025-04-01,3,0
Cortland on the River,Hurley,343,3,1,1,,743,5/10/2026,565,,80%,1680,2.26,1680,2.26,2026-03-07,2026-03-11,5,0
Cortland on the River,Hurley,121,1,1,1,,743,12/22/2023,,,80%,1580,2.13,1448,1.95,2023-11-02,2023-11-18,17,0
Cortland on the River,Hurley,121,1,1,1,,743,3/29/2025,565,3,80%,1680,2.26,1680,2.26,2025-01-17,2025-02-05,20,0
Cortland on the River,Hurley,543,,1,1,,743,4/16/2025,565,3,80%,1680,2.26,1680,2.26,2025-01-31,2025-02-05,6,0
Cortland on the River,Hurley,239,,1,1,,743,4/20/2024,565,14,80%,1676,2.26,1676,2.26,2024-02-15,2024-02-21,7,0
Cortland on the River,Hurley,239,,1,1,,743,12/3/2025,,,80%,1712,2.3,1629,2.19,2025-09-17,2025-10-19,33,0
Cortland on the River,Hurley,442,,1,1,,743,12/16/2025,,,80%,1712,2.3,1514,2.04,2025-10-08,2025-12-18,72,3
Cortland on the River,Hurley,143,4,1,1,,743,9/13/2023,,,120%,1764,2.37,1722,2.32,2023-06-29,2023-07-11,13,0
